,winery,description,points,price
3952,Fess Parker,"This is an excellent Central Coast Chardonnay, from a cool, coastally influenced growing region. Browned butter, sea salt, nectarine and vanilla meet with sharp lemony freshness on the nose, while the medium-bodied palate is familiar and easy to quaff.",92,40.0
3953,Gary Farrell,"From the heart of the Laguna de Santa Rosa, this vineyard-designate delights in rhubarb and strawberry, hugely pleasing in fresh fruitiness. Complexity builds in its salty undertones and bright, sharp teases of blood orange and lemon, while the backbone is strong in floral-driven minerality.",92,60.0
3954,Montes,"Like many Chilean Pinots, this starts out funky as a three-legged llama. The bouquet pumps bramble, dusty country road and roasted berry fruit. But with time it settles and unfolds, and in the end there's sweet herbal fruit flavors along with spice and vanilla. Voilà! It's honest PN from Chile.",87,16.0
3955,Columbia Crest,"Strong scents of vanilla and fresh-baked pastry inform this wine, with a floral, lightly soapy character to the aromas. It is pleasant enough, but fades quickly.",85,15.0
3956,Wines & Winemakers,"This blend of Jaén, Alfrocheiro, Touriga Nacional and Tinta Roriz is ripe and juicy, with black fruit tones. It does have a structure that will allow the wine to age for a few years, so drink from late 2016.",88,12.0
3957,Santa Ema,"This is roasted and meaty smelling. What the nose holds back is revealed on the palate, which is rugged, aggressive and tight as nails, with boisterous plum, berry, menthol and chocolate flavors. Coconut and chocolate-mint flavors come up on the power-packed finish.",87,85.0
3958,Trapiche,"Tight and intense for a $10 varietal, with crusty, charred oak aromas on top of ripe berry fruit. The palate is thick and full, with clamping tannins and flavors of lemony oak, plum and blackberry. Vanilla and mocha work the woody finish.",86,10.0
3959,Louis Latour,"Soft and rich, with vanilla and quince flavors. A very round, open wine, with only a hint of structure.",87,
3960,Siduri,"Damp forest floor give this wine a strong character of earthiness and wintery, savory notes, surrounded by intense black cherry, oak and firm, sizable tannins. Enjoyable now, the wine also shows promise for the future, able to relax through 2020.",90,49.0
3961,Gary Farrell,"Crisp acidity buoys sharp red fruit in this delectable wine—a blend of multiple sites across the appellation. Medium build, it shows youthful tannins and oak that supports without intrusion, allowing the crunch of cranberry, strawberry and pomegranate to speak forcefully.",94,45.0
3962,Iron Horse,"Extra dry in style, this sparkling blend of 68% Pinot Noir and 32% Chardonnay succeeds dramatically in its ability to be salty as a cracker and crisp as a bite of green apple, followed by a lemon chaser. Tart and lengthy, it has persistent acidity and purity that's hard to resist.",94,52.0
3963,Robert Mondavi,"Shows everything that's noble about Oakville, from the wonderful, dusty tannins to the dryness and overall balance. Lovely, with flavors of blackberries, black currants and cedar. Could have more depth, though.",89,45.0
3964,Iron Horse,"Iron Horse's 2011 Chardonnays are all fine in their own ways, but this Estate bottling seems to combine many of their best qualities in a single wine. With ripe orange, pear, apple and smoky oak flavors accented by brisk acidity, it shows the Iron Horse signature of elegant balance.",91,28.0
3965,Georges Duboeuf,"All red cherry and banana fruit, this is a soft, juicy and bright wine. Attractive and fresh, just edged with a slightly dry texture.",84,11.0
3966,Georges Duboeuf,"There is a layer of tannins here that impart a dry edge to what is otherwise sweetly fruity wine. It is full and juicy, with strawberry fruit flavors.",84,10.0
3967,Trapiche,"Cassis, sugar beet, leather and mild herbal aromas make this Cabernet appealing on the nose. It feels slightly syrupy and resiny, but with its core acidity the palate remains in good shape. Flavors of plum and cassis have a strong vanilla and oak resin accent, while the finish is tannic, roasted and robust.",88,15.0
3968,Bründlmayer,"A superb wine, the product of a great vineyard site and old vines. The wine is concentrated, very rich, beautifully balanced between considerable acidity and sweet white fruits and mandarin oranges. With its tense, edgy texture, it is a wine that will age for many years.",96,80.0
3969,Albert Bichot,"This is a structured wine, almost tannic in character. It has a rich, textured character that will allow the wine well. Apple and pear flavors are dominant along with the spice from wood aging. Drink from 2020.",93,115.0
3970,Domaine Zind-Humbrecht,"A flinty nose of citrus purity hints that this still requires bottle age, but all the elements of a great wine are present. It offers a bundled concentration of flavor and fruit, and a straight backbone of acidity pervades everything with a sense of purity. Right now, fresh citrus notes of lemon pith, peel and flesh dominate aromatically, but this will blossom. There are already inklings of honey and orange in the background but only time will reveal what cabinet of wonders is hidden here. Drink 2017–2025.",93,55.0
3971,Gary Farrell,"The fruit from this marquee site is elusive at first, offering light wisps of rose petal and bay, earthy and spicy in equal waves. Around its richness of tart cherry are elements of pomegranate, orange zest and tea. It's a wine of great complexity and counterbalance, with a lengthy, leathery finish.",93,60.0
3972,Albert Bichot,"This is a structured wine, almost tannic in character. It has a rich, textured character that will allow the wine well. Apple and pear flavors are dominant along with the spice from wood aging. Drink from 2020.",93,115.0
3973,Albert Bichot,"This is a premier cru with a single owner, described as a Monopole in French. It has ripe tannins backed with hints of smokiness. The fruit lies behind the structure, with its powerful, dense character. Hints of the juicy, black-fruit future of this wine come through the texture. Drink from 2022.",93,120.0
3974,Chanson Père et Fils,"This is a firm wine, full of tannins as well as plenty of ripe berries. It is concentrated, juicy and perfumed, an attractive wine already. The dry core gives structure to this panoply of fruitiness. The name comes from French king Louis XI who acquired the vineyard in the 15th century.",93,68.0
3975,Chanson Père et Fils,"This is a rich and rounded wine, full of yellow fruits that shine through the tense texture. It is ripe, showing minerality as well as tropical fruits and red apples. The wine is going to age relatively quickly, so drink from 2019.",93,91.0
3976,Chanson Père et Fils,"Rich in character, this is a dense wine, with smoky tannins and juicy red fruits that are deliciously ripe. The tannins and the fruit concentration result in a weighty yet brightly acidic wine. It will develop quickly, and then remain at a peak for many years. Drink from 2018.",93,69.0
3977,Chateau Ste. Michelle,"Perfumed aromas of lime leaf, white peach and flowers are followed by an off-dry palate, chock full of stone-fruit flavors. Pair it with spicy Thai food.",88,9.0
3978,Testarossa,"Plump plum, blackberry and a bit of Christmas spice show on the fairly reserved and simple nose of this twist-top table wine. Tangy acidity enlivens the palate's dark red fruit, with a touch of oregano to add some nuance.",87,35.0
3979,Trapiche,"Grassy, green aromas are dull and fruitless. The palate is citric at first but then it collapses. Flavors of citrus and tarragon finish bland and with vegetal leanings.",82,15.0
3980,Wines & Winemakers,"Rich and soft, this Castelão-based rosé seems to miss out on freshness and acidity. Instead, it is broad, full in the mouth and heavy. It could work with food.",82,
3981,Columbia Crest,"Here again the Grand Estates bottling shows a softer, gentler side of the fruit; the acids seem to have been smoothed over. The fruit is ripe and clean, suggesting white peaches and green apples, but there isn't much depth to it.",85,11.0
3982,Maryhill,"This Chardonnay, Sémillon, Sauvignon Blanc and Viognier blend is a good, all-purpose white wine but lacks focus.",85,14.0
3983,Siduri,"Winemaker Adam Lee presents aromas of pressed elderberries and ripe black cherries on this single-vineyard bottling, boosted by hints of licorice and a touch of wet tobacco. Dark but not particularly ripe berries power the earthy palate, which also benefits from eucalyptus, sagebrush, mace and a hint of juniper.",91,49.0
3984,Siduri,"Baked red cherry, vanilla, cola and sarsaparilla show on the nose of this very approachable bottling by Adam Lee. There is a light touch of licorice to the sip, with strawberry and red-plum flavors as well as more complex touches of tea leaf and candied raspberry.",91,60.0
3985,Columbia Crest,"This exceptional effort is packed with sweet and tart fruits, beginning with lemon-lime, then moving through peaches and apricots and on into hints of papaya. Good length and splendid acidity.",90,12.0
3986,Kunde,"Very opulent, almost too much so, with a flood of Key lime pie, pineapple jam, orange, butterscotch and buttered toast flavors that overwhelm in richness. The saving grace is a fine structure of acidity and minerals and a finish that strives to be dry. Drink now with shellfish, roast pork, or all alone as an apéritif.",90,30.0
3987,Undurraga,"Rooty licorice, leather and olive aromas are solid, with pleasing berry scents. This feels plump, with a touch of tartaric acid popping up. Peppery plum and olive flavors are textbook for the variety, while the finish is forward and robust.",88,17.0
3988,Robert Mondavi,"Peppermint tea and eucalyptus combine on the bouquet, providing distinctiveness. High-strung rhubarb and orange follow suit, the overall experience in the glass light and bristling. Unique, this wine may not be for everyone, but is appealing nonetheless.",88,26.0
3989,Williams Selyem,"This bottling has been remarkably consistent over the last several vintages. Always exotic in lemondrop-candy fruit that's been well-oaked, it has nuances of flower petals, white peaches, minerals and honey. The '06 may be a little softer than past vintages.",90,50.0
3990,Williams Selyem,"This unusual and distinctive Zin has a silky texture and rich, finely ground tannins. The flavors range from classic black and red currants, mulberries, cloves and pepper to pastry flavors of coconut macaroon and fig cookie. Could easily develop over a decade.",89,48.0
3991,Williams Selyem,"One of the producer's more delicate offerings, this wine from a coastal site is crisp and crunchy in wet stone, black tea and light-bodied renderings of red cherry and pomegranate. Along the way it tells a tale of citrus tanginess and sculptured minerality, finishing with the slightest backbone of textured tannin.",94,95.0
3992,Williams Selyem,"Compared with the generally more delicate offerings from this producer, Bucher is always a standout. It's a raunchy, earthy barnyard expression of rustic cheese rind and dark cherry that symbolizes its origins in outstanding ways. Lively acidity keeps it fresh in the glass, while cardamon, rosemary and Asian spice provide the intrigue.",94,59.0
3993,Bründlmayer,There is a wonderful tang of orange zest in this fresh and fruit wine. With its attractive perfumes and flavors of currants it is ready to drink now but could age for a few years. Screwcap.,88,28.0
3994,Feudi di San Gregorio,"Pàtrimo, a pure expression of Merlot from southern Italy, is always a crowd pleaser, but this year's edition is a tad more ripe and jammy than past vintages: 2005 was indeed a hot year. Intense aromas of black cherry and blackberry pie emerge from the nose and the wine's finish is accented by a surprise signature of tart acidity.",88,150.0
3995,Feudi di San Gregorio,Rubrato is a clean and polished expression of Aglianico (stored in stainless steel instead of oak in order to preserve the freshness of the fruit) that would work with meatloaf or juicy cheeseburgers. It shows a smooth but firm quality in the mouth.,88,20.0
3996,Trapiche,"Brawny, toasty aromas prop up a sturdy oaky nose with a familiar dark-berry core. This Malbec is tightly wound, with wiry acidity. Flavors of blackberry, cassis, spiced plum, chocolate and cardamom finish earthy and mellow, with a lingering note of exotic spice. Drink through 2022.",91,45.0
3997,Siduri,"Bright, compressed fruit stars in this approachable and affordable Pinot Noir that's rounded with tannin and focused acidity. Cranberry, orange, cherry and cola flavors highlight its medium-bodied power and concentration.",91,35.0
3998,Testarossa,"From the vineyard owned by winemaker Bill Brosseau's family, this bottling shows black raspberry, strawberry, wet slate and rose petal scents on the nose. The palate is loaded with earthy black plum and other dark fruits, lifted by a star anise spiciness.",91,65.0
3999,Albert Bichot,This Bichot monopole has produced a round wine that's full of attractive plum flavor. It's backbone is buried in the sumptuous texture. Age this for at least four years.,91,
4000,Louis Jadot,"Perfumed, rich yet soft, this is opulent Beaune at its best. It has acidity and a touch of tannin, but it's the broad, ripe red-fruit flavors that dominate, which gives juiciness and vitality to this wine that will age for several years.",91,70.0
4001,Siduri,"Spice frames the bone-dry red fruit, which carries a sharp, astringent flavor profile into a rather short, tight finish. More cellar time might help to open this up further.",86,42.0
4002,Robert Mondavi,"Another fabulous I Block from Mondavi. Exceptionally ripe in grapefruit, lime and gooseberry fruit, it shows the minerality of this vineyard that gives the wine grip and grounding. Bone-dry, with crisp supportive acidity and just the right amount of oak, it's wonderful now. This is not a wine to age, but will hold over the next four years.",93,75.0
4003,Concha y Toro,"Opens with crusty, rock-solid aromas of mineral, shoe polish, herb and dense black fruit. This is a thick but smooth-bodied Cabernet with richness and sweet flavors of blackberry, cassis, fine herbes and brown sugar. Mild tannins, excellent structure and length define the finish. Drink now through 2016.",93,95.0
4004,Georges Duboeuf,"Bright and ripe, this deliciously fruity wine is lightly structured and has some weight. With its crisp acidity and dry core of tannins, it's a wine to pair with many foods.",86,13.0
4005,DFJ Vinhos,"This blackberry-flavored wine has ripe tannins and a soft texture. It presents a warm feeling, tempered by its fresher acidity and stalky aftertaste. Drink from late 2015.",85,8.0
4006,Domaine Zind-Humbrecht,"Faint notes of ripe pear rise from the glass. The palate comes in with fresh zestiness—it is dry and slender but has lip-smacking citrus freshness of grapefruit and tangerine. This is bundled, full of invigorating appetizing freshness. There is something bracingly clean but also harmonious about the finish.",92,30.0
4007,Chehalem,"This is dry, crisp and nicely detailed, with a persistent, clean and fresh mouthfeel. Notes of cucumber, salad greens and citrus, notably lime and grapefruit, are underscored with appealing minerality. This remains one of the highlights of Chehalem's expansive portfolio.",90,24.0
4008,Chanson Père et Fils,"This is a fruity wine with lively acidity and a brisk, zingy character. Freshness shoots through the wine, making it lively with hints of yellow fruits. The aftertaste is crisp and ripe.",89,36.0
4009,Concha y Toro,"Punchy citrus and minerally aromas open this fresh SB. A juicy, citric palate points in the right direction, while this tastes like tangerine and orange peel mixed with lime and green herbs. A crisp, persistent finish closes it out.",89,17.0
4010,Lynmar,"A splendid Chardonnay, rich, vital and elegant, with so many layers of interest. Framed by a cut of brilliant acidity, it evolves with complex flavors of citrus and tropical fruits, minerals, flowers and honey, then finishes long and savory in a swirl of spices. Oak adds the perfect touch of buttered toast, while the wine is a study in the creamy effect of sur lie aging. It's perfectly dry on the finish.",96,50.0
4011,Lynmar,"A bone dry wine that's rich in steely minerals and wonderful acidity. It offers the elegance and complexity of a great premier cru, with tantalizing traces of sweet Meyer lemons, limes and exotic spices. The oak is subtle, lending aromas and flavors of buttered toast, while its time spent on the lees contributes notes of sour cream. A fabulous success for this or any vintage.",95,40.0
4012,Fess Parker,"A shy, mineral-leaning nose offers pencil shavings and dark raspberry notes. The palate proves more dynamic, with sagebrush, red cherries and anise seed, showing lots of energy but nothing too complex.",88,30.0
4013,Feudi di San Gregorio,"Scents of orange blossom, tropical fruit and ripe apple emerge on this lively sparkler. Made with 100% Falanghina, the firm palate delivers nectarine zest, pineapple, green apple and a mineral vein alongside bright acidity and a vibrant, creamy mousse.",88,39.0
4014,Georges Duboeuf,"The beautiful estate of the Capitans of Juliénas has produced a smooth and rich wine. A good tannic structure partners with aromatic red cherry and berry fruits. Acidity is well in check, giving just the right freshness. Age the wine a bit more and drink from 2016.",88,22.0
4015,Georges Duboeuf,"Ripe and rounded, this soft wine is ready to drink. It has a fine shot of acidity as well as bitter cherry flavors. The finish is all juicy, refreshing fruit. Drink now.",88,
4016,Wines & Winemakers,"Produced from old vines, this is a serious and concentrated wine. It has a strong mineral texture that adds to the dark tannins to make a forceful structure. Powered by the structure and the black fruits it will age well. Start drinking in 2018.",91,40.0
4017,Siduri,"Soft and layered, this wine has firmness and depth to its structure, and is dark in brooding baked plum and cinnamon stick. A pungency of tight oak wraps its way around the fruit and savory spice, suggesting additional time in cellar, through 2023.",91,49.0
4018,Testarossa,"One of the more engaging single-vineyard expressions this winery makes from the region, this bottling by winemaker Bill Brousseau hits the nose with ripe black cherries, crushed slate, dried violets, purple Thai basil and light black licorice. Desiccated pomegranate tones lead the lush yet lively palate that is layered with peppery spice and a touch of herbs.",93,66.0
4019,Domaine Zind-Humbrecht,"Juicy apple notes, both ripe and tart, make for a crunchy and mouthwatering opening to this wine. The palate is clean and streaked with the zesty, balanced freshness of Amalfi lemon peel. Fluid and concentrated, the body will become more rounded with age, and there's already a hint of the candied lemon-peel richness at its core.",93,60.0
4020,Domaine Zind-Humbrecht,"Smoky glints of stone and ripe Mirabelle plum pervade the more usual notes of ripe pear. There is an earthy undertow but the palate sits serenely with its chiseled freshness and streamlined acidity. As you linger, every sip reveals different aspects of tart citrus, fresh-cut pear peel, ginger biscuits and chalky stone. The body is slender and dry.",93,55.0
4021,Domaine Zind-Humbrecht,"A flinty hint of reduction leads to a poised, juicy palate of tart apple, like a totally ripe Cox Orange Pippin, but utterly refreshing. Aromatic Amalfi lemon freshness offers more brightness while smoky glints add interest. There is a light touch here, leaving a fleetingly beautiful and yet lastingly memorable wine.",93,55.0
4022,Columbia Crest,"An uneasy mix of steel and butter, this may just need a bit more time to settle. At the moment, the twin elements of metal and popcorn clash and compete. For those who love the buttery style, this should prove pleasing.",86,12.0
4023,Kendall-Jackson,"This is a sumptuous, well-crafted wine, nearly 100% varietal and dark purple in color. It offers leathery chocolate and red cherry flavors around still-dense tannins that seem to soften in the glass. Given more than a year in oak, only a small percentage of it new, it's lively and refined.",90,26.0
4024,Maryhill,"Two-thirds of this wine comes from McKinley Springs Vineyard with the rest from Kiona and Les Collines. Coffee, pencil lead, barrel spice and high-toned herb aromas lead to full-bodied coffee and cherry flavors. The tannins show some grit and grip.",87,40.0
4025,Montes,"Nutty, honeyed apple and melon aromas come with plenty of raw wood grain. This is an oaky, resiny Chardonnay with just enough core acidity to maintain balance. Creamy apple and melon flavors finish on barrel-driven resin and cinnamon accents.",87,23.0
4026,Columbia Crest,"A restrained and somewhat backward reserve, this is hiding its fruit behind a dry, somewhat earthy, wall of tannin. There are interesting nuances of seed, leaf and stem, along with a base fruit flavor of raspberry/cranberry, and the wine persists into a slightly bitter finish, but it seems to be holding itself back. A second bottle was better, with a little more fruit.",87,27.0
4027,Jean-Luc and Paul Aegerter,"With its appealing toast and fruit aromas, this is a rich wine. It does keep plenty of steely texture while allowing the yellow fruits, ripe pear and toast to shine. In style it hovers halfway between the ripe, buttery Meursault of the past and the crisper style of today, a fine compromise and ready to drink now.",90,74.0
4028,Albert Bichot,"Spicy, smoky Lapsang Souchong tea aromas, pure acidity and juicy red plum flavors are all here in this big, but finely structured wine. The tannins are an essential part of the shape of the wine, but act as a support for its richness. The finish brings out the lively acidity of Pinot Noir. Age for five years.",93,
4029,Chanson Père et Fils,"Rich fruit, layered with acidity, stars in a wine that is dense, very much a product of the powerful 2005 vintage. With the concentrated tannins, this is showing that it needs to age, but already the sweet fruits are opulent and soft.",92,65.0
4030,Chanson Père et Fils,"Dense, concentrated, solid, this wine shows the stern side of Nuits-Saint-Georges. The tannins are dry, very firm and rough at the edges. The fruit is just as edgy, with black, juicy plums surrounded by smoky wood and tobacco. The wine needs to age, although it will always have a solid, structured character.",92,125.0
4031,Albert Bichot,"A finely perfumed wine, but one with a tight initial structure. Ripe wild strawberries and mulberries appear with dry tannins and spice from wood. The finish underlines that this is a wine for aging, with its structure and firmness. Keep for 4–5 years.",92,
4032,Albert Bichot,"From parcels in the southern portion of Clos Vougeot, Bichot produces a ripe, relatively soft style of wine. It is, of course, also rich and powerful, but the tannins are sweet, subdued into ripe red plum and raspberry fruits, the acidity giving the wine a fresh, lively character to finish.",92,
4033,Foxen,"What a fine Chardonnay. Made in a bone dry, minerally style, it may not have the immediately seductive quality of some Chards, but it does show a Chablis-like elegance that makes it a natural for food pairing, with its fine citrus and steel tang and mouthwatering acidity.",92,32.0
4034,Testarossa,"Broad aromas of seared lemons, white peach and nectarine are given nuance with a bit of quinine on this entry-level bottling. Stewed lemons and apple-custard flavors show on the plush and pillowy palate, cut with an acidic sizzle.",88,23.0
4035,Jean-Luc and Paul Aegerter,"Tangy and mineral, this is a crisp apple- and citrus-driven wine, full of fruitiness while also having a tight texture. Its acidity just adds to the generally ripe character of the wine. Drink now.",87,37.0
4036,Kendall-Jackson,"An okay wine that's light in color and aromatics, traceable in part to its cooler-climate heritage (95% of the grapes were grown in Mendocino, the rest in Sonoma, Monterey and Santa Barbara), which does give it some subtly pleasing red fruit and spice notes. But 2008 was also for much of Mendocino a vintage from hell and this wine may in truth be reflecting that year's challenges.",84,16.0
4037,Louis Latour,"With its tannins, this is initially a firm wine, but then ripe berry fruits emerge, followed by great acidity and freshness.",86,45.0
4038,Georges Duboeuf,"The year 2009 seems to have been a tannic one in Fleurie, producing wines that will benefit from some aging. This fits that bill well, a mineral and austere black fruit flavored wine, with a smoky aftertaste to go with tight acidity.",88,
4039,Chateau Ste. Michelle,"With the largest production in the entire Northwest, it is important that this wine express clean, varietal flavors with characteristic brightness and focus. And it does. Lightly herbal, fresh and clean, its fruit flavors suggest lemongrass, orange and ripe apple. Excellent balance and persistence",88,10.0
4040,Columbia Crest,"This is off dry, low alcohol (11.5%), spiced up with tart acidity and loaded with rich, ripe fruit flavors mixing pears and peaches. Sweet without being sugary, it should appeal to a wide spectrum of wine drinkers, and snap together the flavors of a Thai food. Columbia Crest makes 18,000 cases of this wine.",88,8.0
4041,Louis Latour,"Attractive wine, hinting at the elegance of Chambolle, packed with strawberry-fruit flavors and sweet tannins. There is some final firmness, the acidity mingling with a solid structure.",88,70.0
4042,Louis Latour,"Soft and ripe wine, with gentle tannins and fresh acidity. There is an edge of bitterness that comes between the fruit and the structure.",88,55.0
4043,Williams Selyem,"The east side of the Russian River is home to some of the winery's best vineyards, and this wine exhibits the excellent structure, nerve and ripeness of all of their 2011 Pinots. It's forward but nuanced. Drink now–2017.",91,52.0
4044,Testarossa,"Dry and full in the mouth, this Pinot has a fine weight and structure. It's made from the various vineyards Testarossa buys grapes from, and is virtually as good as the vineyard-designated bottlings, which makes it a value. Shows cherry, cola, tangerine zest and spicy flavors. Good through 2010 or so.",87,37.0
4045,Georges Duboeuf,"A light, crisp, fresh wine, with attractive lemon grass and orange zest flavors. It is juicy, the green fruits full of intensity. There is good minerality as well, underlined by toast from wood aging.",87,25.0
4046,V. Sattui,"Robust in tannins, with crisp, fruity acidity, this Cab has very ripe, jammy blackberry and cherry flavors that have seen their share of smoky oak. It's a good wine but an edgy one. Could develop in the bottle after a couple years.",87,45.0
4047,DFJ Vinhos,"The cool-climate-loving Alvarinho translates well to the coastal Lisboa region. It's rich and creamy, acidity well in hand and supporting the melon and citrus flavors. It's a delicious wine now, but it will age, so keep it until 2015.",88,11.0
4048,Maryhill,"Maple, black fruit and cocoa aromas lead to lighter styled dark-fruit flavors. The barrel influence at times seems a bit heavy, with the flavors not able to stand up to it.",86,40.0
4049,Concha y Toro,"Black cherry, blackberry, olive and gritty oak aromas feed into a scratchy palate with forceful acidity. Oaky, blackened flavors of medicinal berry fruits finish with notes of mint and carob. Overall, this is solid but typically herbal and saucy.",86,11.0
4050,Kunde,"Dark gold in color, this estate-grown wine blends bright, crisp orange, melon and caramel apple flavors with richer toasted oak and vanilla notes.",90,30.0
4051,Jean-Luc and Paul Aegerter,"This is firm, in the Pommard style. But because this is a 2015 vintage, the wine is also generously rich and with great red berry fruits. The acidity is in the back of this wine with its bold flavors and concentrated texture. Drink from 2023.",92,103.0
4052,Louis Latour,"Rounded and warm, this wine shows ripe yellow fruits and spice from the wood aging. It's richly endowed, full of toast and with a generous texture. The minerality and acidity are a hint in this rounded wine. Drink from 2020.",92,99.0
4053,Undurraga,"One sniff receives immediate prickle and a hint of fresh bell pepper offset by citrus blossom and passion fruit. All the components of excellent Sauvignon Blanc appear in this carved, sizzling wine: tangerine, orange, grapefruit and lime flavors; freshness and physique; purity and sense of place.",90,20.0
4054,Georges Duboeuf,"One of the smallest crus, Saint-Amour produces firm and structured wines. This Sélection shows both rich black fruit and solid tannins that are typical. Over the next six months, it's likely the fruitiness will become more dominant.",87,
4055,Testarossa,"This is quite a luscious Syrah, soft, smooth, complex and layered, showing qualities of both warm and cool climates. From the cool end of the spectrum comes a lively acidity and not a trace of overripeness. The riper notes of blackberries, cassis, gingersnap cookie and licorice are delicious, enriched by smoky oak. Drink now and for a few years.",92,49.0
4056,Kunde,"It's no small feat they were able to hold this sophisticated wine back so long and still sell it for just over 20 bucks. The wine is soft, dry and rich in red currant, white pepper, licorice and mocha flavors, and has elegant balance.",92,22.0
4057,Testarossa,"A rich style from winemaker Bill Brousseau, this shows smoked pork, plum, boysenberry and dashes of dried ginger on the nose. Rounded black-plum flavors arise on the palate then tighten toward elderberry, brisk cranberry, bay leaf and green peppercorn, altogether savory and tart.",92,64.0
4058,Concha y Toro,"This is a riper, heavier than usual Don Melchor, as evidenced by aromas of raisin along with black plum, coffee and creamy oak. A full, round, plush palate offers more than adequate depth, while black cherry, plum and vanilla flavors come with hints of licorice and chocolate. Hailing from a hot vintage, this avoids almost all herbal characteristics but feels a bit soft and simple. Drink through 2023.",92,120.0
4059,Chateau Ste. Michelle,"CSM's mainstream Cabernet Sauvignon now carries a “100% vinifera rootstock” designation—surely a first for any American winery. It displays more structure than some of the other, similarly priced offerings from the Northwest's largest winery group. With good focus and length, its mix of plum and berry fruit, nicely set in a frame of toast, coffee and charred wood, makes it a surefire, all-purpose, medium-bodied red.",88,14.0
4060,Columbia Crest,"Intensely oaky, buttery and creamy, this lush style also shows ample acidity, keeping the richness in check. It's big and borderline blowsy, but packed with flavor.",88,12.0
4061,Montes,"Ripe aromas of briary blackberry, licorice and baking spices set up a full, chunky mouthfeel. Big black-fruit flavors are slightly minty and herbal, while the finish is earthy and minty, with bright acidity maintaining freshness.",88,13.0
4062,Georges Duboeuf,"In Beaujolais, 2010 was a firm and structured year, and this is very evident in this darkly tannic wine. It is packed with juicy acidity and red berry fruits, while it is also in need of several months' aging.",87,13.0
4063,Georges Duboeuf,"Boasting weight and some richness, the wine shows that the northern Beaujolais crus are the most successful in 2010. The cherry and sweet plum flavors are laced with ripe acidity as well as a mineral edge.",87,15.0
4064,Jean-Luc and Paul Aegerter,"This smoky wine is showing its wood, with spice and toasty flavors over the red fruits. The wine will balance out to become open and fruity. Drink from 2019.",90,49.0
4065,Chateau Ste. Michelle,"Aromas of melon, pear and candied apple lead to medium-bodied fleshy-feeling fruit flavors. It brings a pleasing sense of acidity—a delightful white.",88,10.0
4066,Jean-Luc and Paul Aegerter,"From Aegerter's own vineyards, this firm wine is packed with tannins as well as concentrated fruits. It shows solid structure and dark fruits, with a juicy, ripe aftertaste. Drink from 2017.",90,100.0
4067,Chateau Ste. Michelle,"This new Artist Series red is three-quarters Cabernet Sauvignon, 18% Merlot, and the rest a mix of Cab Franc and Malbec, mostly from the Cold Creek Vineyard. Blue and black fruits are enhanced with barrel flavors of smoke, tobacco and espresso. Some additional years in bottle should help this wine knit together seamlessly.",91,57.0
4068,Foxen,"What a pretty Syrah this is. With moderate alcohol and subtle oak influences, it's dry and stylishly elegant in the mouth. The flavors veer toward ripe cherries and blackberries, sprinkled with cinnamon, cocoa and finely-ground black pepper. Drink now–2015.",91,46.0
4069,Gary Farrell,"The winery brings precision control to Zinfandel, a wine that badly needs some taming but in most cases is allowed to run wild. Here, it has an almost Cabernet-like clarity, with focused tannins and acids and a balance that makes it elegant. But the wild blackberry, blueberry and spice flavors, with a briary, brambly edge of pepper and green stems, are pure Zin.",91,45.0
4070,Testarossa,"Lush in ripe raspberries, cherries and cola, this single-vineyard Pinot Noir is balanced with crisp acidity. It's flamboyant, with plenty of oak influence, yet somehow manages to finish dry and tight. Drink now–2019.",91,60.0
4071,Iron Horse,"Iron Horse produced this Russian Cuvée sparkling to reflect one of their traditional styles with this Pinot Noir and Chardonnay blend. There are suggestions of honeyed strawberries and limes. Elegant and sophisticated, it's a fine bubbly for drinking now.",91,40.0
4072,Chateau Ste. Michelle,"The Indian Wells Chardonnay by this producer continues to improve with each vintage. Here, the melding of luscious tropical fruit with buttery barrel flavors is just about perfect. Pineapple, Meyer lemon and candied oranges highlight the intense flavors, and the lushly-applied oak influences carry the full-bodied wine to hold a smooth, satisfying finish.",91,17.0
4073,Wines & Winemakers,"This is a superrich, dense wine. It has firm tannins and a steely, mineral edge that permeates the texture. A ripe black-plum flavor is generous while still young and full of fresh acidity. The wine needs to age, so drink from 2017.",92,22.0
4074,Louis Jadot,"This beautifully balanced wine shows toast that counterpoints the generous yellow fruits and acidity. It's a ripe wine, touched by honey, spice and peach flavors. The aftertaste, with its total freshness, is crisp, lively, mouthfilling and refreshing. Drink from 2018.",94,208.0
4075,Louis Jadot,"Rich and rounded in character, this is already a beautiful wine, from 80-year-old vines. A line of acidity shoots through the wine, giving a long lift to the green fruits and orange zest flavors. It does have weight and a generous texture that reveals itself slowly. Ripe apricots mingle with acidity and toast at the end. Drink from 2019.",94,112.0
4076,Louis Latour,"This wine is rich and soft with acidity rounded out by ripe melon and apple fruit flavors. The background is more structured, tense with apple skins and minerality. Packed with acidity at the end, the wine is crisp, tight and demands aging. Drink from 2019.",94,
4077,Chateau Ste. Michelle,"Principally sourced from the Cold Creek Vineyard, this reserve-level Merlot does not quite come up to past vintages. It's balanced and firm, with red and black fruits that currently seem overtaken by the time (22 months) spent in 78% new French oak.",89,50.0
4078,Columbia Crest,"This reserve spent time in 100% new French oak, and shows better-than-average ripeness for this cool vintage. Fruit flavors of berry, cherry and a streak of cassis are at the core, with pleasing aromatics as well. A generous chocolate flavor runs into the finish.",89,45.0
